Order_ID,Order_Date,Product_ID,Product_Name,Category,Price,Quantity,Channel,City,Customer_ID,Stock_Available,Sales,Stock_Status
1868,2024-09-21,1092,Shirt,,3172.74,1,App,Delhi,5808,396,3172.74,Overstock
1869,2023-05-12,1086,Phone,,4048.93,3,Online,Bangalore,5932,157,12146.7899999999,Optimal
1870,2023-12-01,1009,Laptop,Electronics,2239.27,3,App,Hyderabad,5849,382,6717.80999999999,Overstock
1871,2023-01-30,1046,Shirt,,1367.48,4,App,Hyderabad,6896,195,5469.92,Optimal
1872,2023-12-04,1003,Laptop,Electronics,1388.36,4,Store,Hyderabad,5200,225,5553.44,Optimal
1873,2022-11-04,1011,Watch,Electronics,1719.96,3,App,Mumbai,6766,118,5159.88,Optimal
1874,2022-07-02,1041,Laptop,Electronics,3125.03,4,Online,Mumbai,6507,310,12500.12,Overstock
1875,2023-09-21,1097,Bag,,4208.11,2,App,Delhi,6028,288,8416.22,Optimal
1876,2023-05-25,1003,Shirt,,2547.93,3,App,Mumbai,6566,370,7643.78999999999,Overstock
1877,2023-06-30,1083,Shirt,,2076.9,3,Store,Mumbai,6088,40,6230.7,Understock
1878,2023-09-16,1091,Phone,,3989.85,3,App,Bangalore,6621,43,11969.55,Understock
1879,2023-08-17,1091,Shirt,,1519.37,1,App,Hyderabad,6848,80,1519.37,Optimal
1880,2024-01-14,1005,Headphones,Electronics,3476.27,2,Store,Delhi,5910,118,6952.54,Optimal
1881,2023-07-08,1013,Headphones,Electronics,618.45,2,Store,Hyderabad,5089,104,1236.9,Optimal
1882,2022-01-21,1034,Watch,Electronics,654.87,2,Store,Bangalore,6308,135,1309.74,Optimal
1883,2023-07-08,1046,Headphones,Electronics,3255.87,2,Store,Bangalore,6461,303,6511.74,Overstock
1884,2023-02-01,1057,Phone,,505.48,3,App,Hyderabad,5168,48,1516.44,Understock
1885,2023-09-17,1064,Laptop,Electronics,859.75,4,Store,Delhi,6498,308,3439.0,Overstock
1886,2022-04-15,1018,Shirt,,3159.41,2,Online,Mumbai,6825,258,6318.82,Optimal
1887,2022-07-11,1056,Phone,,2247.2,2,Store,Delhi,5724,485,4494.4,Overstock
1888,2022-01-17,1064,Phone,,2850.35,4,Online,Delhi,6227,417,11401.4,Overstock
1889,2023-01-28,1012,Sofa,Furniture,4887.02,3,App,Mumbai,6058,151,14661.06,Optimal
1890,2023-03-01,1007,Phone,,3196.61,3,App,Hyderabad,6462,271,9589.83,Optimal
1891,2022-05-09,1017,Phone,,2995.17,3,Store,Hyderabad,6249,252,8985.51,Optimal
1892,2023-07-26,1034,Sofa,Furniture,1962.68,3,App,Bangalore,5544,228,5888.04,Optimal
1893,2022-01-29,1086,Shoes,Fashion,3191.3,4,Online,Bangalore,5297,182,12765.2,Optimal
1894,2024-10-30,1025,Watch,Electronics,163.7,1,Store,Hyderabad,5342,391,163.7,Overstock
1895,2022-08-30,1037,Shirt,,2830.87,4,Online,Delhi,6927,354,11323.48,Overstock
1896,2022-08-20,1083,Bag,,437.6,2,Online,Bangalore,6125,441,875.2,Overstock
1897,2024-02-28,1065,Sofa,Furniture,1178.84,3,Store,Mumbai,6618,448,3536.51999999999,Overstock
1898,2023-12-16,1025,Headphones,Electronics,2859.29,2,Store,Hyderabad,6401,9,5718.58,Understock
1899,2024-01-29,1056,Phone,,3372.96,1,Online,Delhi,5730,375,3372.96,Overstock
1900,2024-03-12,1099,Phone,,1985.5,3,Store,Mumbai,6524,402,5956.5,Overstock
1901,2024-02-15,1024,Shirt,,2153.0,1,Store,Bangalore,5761,71,2153.0,Optimal
1902,2023-12-27,1029,Watch,Electronics,2540.31,2,App,Bangalore,5894,24,5080.62,Understock
1903,2022-07-19,1081,Headphones,Electronics,3819.47,4,App,Bangalore,5157,454,15277.88,Overstock
1904,2024-08-02,1006,Laptop,Electronics,186.38,1,Store,Hyderabad,6644,324,186.38,Overstock
1905,2022-03-20,1026,Sofa,Furniture,2290.63,4,Online,Mumbai,6875,75,9162.52,Optimal
1906,2024-08-13,1010,Shoes,Fashion,169.94,2,Store,Hyderabad,6371,479,339.88,Overstock
1907,2024-05-05,1007,Shirt,,1663.8,2,App,Mumbai,6097,111,3327.6,Optimal
1908,2023-04-12,1010,Shirt,,2647.26,2,Store,Bangalore,6705,308,5294.52,Overstock
1909,2023-08-04,1087,Sofa,Furniture,491.6,2,App,Mumbai,5280,361,983.2,Overstock
1910,2024-07-28,1029,Phone,,2477.55,2,App,Hyderabad,6293,255,4955.1,Optimal
1911,2023-03-25,1093,Phone,,4630.41,3,Online,Delhi,6344,81,13891.23,Optimal
1912,2022-03-28,1014,Bag,,3458.18,3,Store,Hyderabad,6437,188,10374.5399999999,Optimal
1913,2022-04-11,1055,Bag,,3933.04,4,App,Mumbai,5524,263,15732.16,Optimal
1914,2024-10-28,1034,Shoes,Fashion,2944.03,1,Store,Bangalore,5344,211,2944.03,Optimal
1915,2024-04-24,1038,Sofa,Furniture,4492.16,1,Online,Mumbai,5523,15,4492.16,Understock
1916,2022-03-28,1023,Shirt,,819.66,3,Online,Bangalore,5151,65,2458.98,Optimal
1917,2022-02-12,1007,Headphones,Electronics,2303.95,2,Online,Hyderabad,5325,468,4607.9,Overstock
1918,2023-02-12,1042,Sofa,Furniture,3025.46,2,Online,Hyderabad,5584,193,6050.92,Optimal
1919,2023-10-26,1041,Laptop,Electronics,4380.03,3,Store,Hyderabad,5549,151,13140.09,Optimal
1920,2024-11-06,1083,Bag,,1609.25,2,App,Hyderabad,5854,23,3218.5,Understock
1921,2022-05-28,1040,Shirt,,105.53,1,Store,Mumbai,6843,60,105.53,Optimal
1922,2022-10-04,1046,Shoes,Fashion,4874.63,2,Store,Delhi,6349,237,9749.26,Optimal
1923,2022-08-20,1025,Shoes,Fashion,227.29,2,App,Bangalore,6022,237,454.58,Optimal
1924,2023-01-01,1051,Bag,,846.6,1,Online,Bangalore,5108,425,846.6,Overstock
1925,2023-03-12,1087,Shirt,,2168.03,1,Store,Bangalore,6058,201,2168.03,Optimal
1926,2023-02-03,1021,Phone,,2532.21,3,Online,Mumbai,5027,42,7596.63,Understock
1927,2023-05-14,1004,Shirt,,4188.88,2,App,Hyderabad,6668,427,8377.76,Overstock
1928,2023-06-24,1014,Shirt,,2294.31,4,App,Hyderabad,6321,73,9177.24,Optimal
1929,2023-07-17,1035,Laptop,Electronics,2782.4,1,App,Bangalore,5723,23,2782.4,Understock
1930,2023-03-18,1062,Shirt,,1080.0,1,Online,Hyderabad,6487,302,1080.0,Overstock
1931,2024-02-12,1092,Watch,Electronics,2888.88,1,Online,Hyderabad,6811,313,2888.88,Overstock
1932,2022-12-16,1078,Headphones,Electronics,1807.08,1,App,Mumbai,6265,102,1807.08,Optimal
1933,2023-06-04,1090,Watch,Electronics,583.79,1,Online,Hyderabad,6301,42,583.79,Understock
1934,2022-05-18,1048,Sofa,Furniture,4737.67,1,Online,Mumbai,5178,371,4737.67,Overstock
1935,2024-09-18,1054,Sofa,Furniture,500.25,3,App,Mumbai,6366,246,1500.75,Optimal
1936,2023-01-03,1071,Headphones,Electronics,3421.61,2,Online,Bangalore,5632,493,6843.22,Overstock
1937,2022-12-26,1059,Shoes,Fashion,4550.15,4,Store,Bangalore,5203,10,18200.6,Understock
1938,2024-07-09,1056,Phone,,978.1,4,App,Bangalore,5942,333,3912.4,Overstock
1939,2022-11-25,1028,Shoes,Fashion,1261.88,4,App,Delhi,6888,444,5047.52,Overstock
1940,2024-08-19,1018,Laptop,Electronics,2190.86,2,App,Mumbai,5629,234,4381.72,Optimal
1941,2023-04-08,1094,Shirt,,1543.1,4,Online,Hyderabad,5422,220,6172.4,Optimal
1942,2024-08-03,1072,Headphones,Electronics,3819.26,2,App,Hyderabad,5376,6,7638.52,Understock
1943,2024-08-20,1009,Shoes,Fashion,1756.95,2,Online,Hyderabad,6179,267,3513.9,Optimal
1944,2024-04-15,1009,Shirt,,4930.59,2,Online,Mumbai,5451,464,9861.18,Overstock
1945,2022-06-18,1096,Shoes,Fashion,4308.06,2,Store,Bangalore,5430,422,8616.12,Overstock
1946,2022-08-05,1088,Shirt,,4487.19,4,Online,Hyderabad,6903,12,17948.76,Understock
1947,2023-01-13,1056,Shoes,Fashion,411.95,2,Store,Delhi,5230,121,823.9,Optimal
1948,2022-04-29,1053,Watch,Electronics,963.91,3,Store,Delhi,6275,49,2891.73,Understock
1949,2022-07-09,1055,Watch,Electronics,929.91,1,Store,Mumbai,6095,445,929.91,Overstock
1950,2024-02-06,1067,Bag,,3392.63,1,Store,Delhi,5245,154,3392.63,Optimal
1951,2023-01-05,1068,Watch,Electronics,158.37,1,Store,Mumbai,6556,214,158.37,Optimal
1952,2022-05-29,1086,Headphones,Electronics,4051.49,3,Online,Bangalore,5303,154,12154.47,Optimal
1953,2023-10-14,1054,Sofa,Furniture,2780.53,1,Online,Hyderabad,5433,8,2780.53,Understock
1954,2024-02-09,1068,Headphones,Electronics,2874.93,4,Store,Hyderabad,5816,62,11499.72,Optimal
1955,2023-01-09,1071,Headphones,Electronics,2732.95,4,Online,Hyderabad,5459,195,10931.8,Optimal
1956,2024-02-20,1080,Laptop,Electronics,2723.19,3,Online,Hyderabad,6213,7,8169.57,Understock
1957,2022-06-09,1000,Shoes,Fashion,1069.64,3,Store,Bangalore,6314,229,3208.92,Optimal
1958,2022-12-17,1011,Sofa,Furniture,1487.58,3,App,Hyderabad,5079,466,4462.74,Overstock
1959,2024-06-10,1034,Headphones,Electronics,2489.33,3,Online,Delhi,6607,43,7467.99,Understock
1960,2023-06-07,1077,Headphones,Electronics,3421.44,1,Online,Mumbai,6284,277,3421.44,Optimal
1961,2023-06-06,1081,Phone,,1432.57,2,App,Mumbai,5075,236,2865.14,Optimal
1962,2024-02-22,1073,Shoes,Fashion,4050.06,1,Online,Delhi,5217,376,4050.06,Overstock
1963,2022-09-30,1078,Shirt,,4071.91,3,Online,Delhi,6956,210,12215.73,Optimal
1964,2024-07-24,1032,Laptop,Electronics,1442.01,4,App,Bangalore,6512,129,5768.04,Optimal
1965,2022-07-02,1082,Sofa,Furniture,2844.32,3,Store,Bangalore,6352,453,8532.96,Overstock
1966,2023-05-03,1097,Sofa,Furniture,1809.72,3,Store,Mumbai,6192,456,5429.16,Overstock
1967,2024-04-25,1024,Laptop,Electronics,1034.36,1,Online,Mumbai,6883,299,1034.36,Optimal
1968,2022-05-04,1015,Bag,,4049.4,2,Online,Mumbai,6660,270,8098.8,Optimal
1969,2024-09-11,1007,Shoes,Fashion,4958.26,1,Store,Mumbai,5039,164,4958.26,Optimal
1970,2024-02-29,1034,Shirt,,2872.02,3,Store,Hyderabad,6081,37,8616.06,Understock
1971,2023-02-18,1084,Phone,,4578.34,4,Online,Hyderabad,6735,497,18313.36,Overstock
1972,2023-11-17,1082,Shoes,Fashion,3246.63,2,App,Mumbai,6281,425,6493.26,Overstock
1973,2022-04-23,1045,Laptop,Electronics,2872.05,3,App,Mumbai,5177,276,8616.15,Optimal
1974,2024-06-06,1010,Bag,,2452.71,4,Store,Hyderabad,6780,19,9810.84,Understock
1975,2022-05-02,1060,Shoes,Fashion,1255.0,4,Store,Bangalore,6109,458,5020.0,Overstock
1976,2022-02-08,1043,Headphones,Electronics,512.85,4,Online,Mumbai,5894,360,2051.4,Overstock
1977,2023-05-12,1010,Shoes,Fashion,2267.45,2,App,Delhi,5110,483,4534.9,Overstock
1978,2024-02-19,1010,Bag,,2850.42,2,App,Delhi,6140,71,5700.84,Optimal
1979,2024-07-31,1021,Laptop,Electronics,2596.3,3,Online,Mumbai,5719,298,7788.9,Optimal
1980,2022-05-29,1084,Bag,,3508.3,1,App,Bangalore,6583,55,3508.3,Optimal
1981,2024-10-18,1090,Bag,,1041.28,1,App,Hyderabad,6431,476,1041.28,Overstock
1982,2023-10-23,1081,Laptop,Electronics,1835.59,2,App,Mumbai,5602,475,3671.18,Overstock
1983,2022-10-29,1061,Bag,,2136.28,3,App,Bangalore,5288,328,6408.84,Overstock
1984,2022-08-26,1047,Phone,,1013.96,3,App,Bangalore,6989,417,3041.88,Overstock
1985,2023-10-09,1093,Laptop,Electronics,4541.67,3,Store,Mumbai,6501,392,13625.01,Overstock
1986,2023-10-25,1062,Laptop,Electronics,3439.41,1,Online,Bangalore,6961,155,3439.41,Optimal
1987,2022-08-24,1050,Laptop,Electronics,550.13,2,Store,Delhi,5921,37,1100.26,Understock
1988,2022-07-22,1044,Headphones,Electronics,3592.71,3,Store,Bangalore,5461,358,10778.13,Overstock
1989,2022-09-13,1032,Headphones,Electronics,2784.16,1,App,Mumbai,5222,387,2784.16,Overstock
1990,2023-08-21,1084,Headphones,Electronics,2667.31,1,Online,Delhi,5527,82,2667.31,Optimal
1991,2023-10-24,1059,Sofa,Furniture,4949.95,1,Store,Delhi,5020,485,4949.95,Overstock
1992,2022-08-23,1001,Laptop,Electronics,3129.18,3,App,Mumbai,5385,480,9387.53999999999,Overstock
1993,2023-06-18,1012,Laptop,Electronics,4493.97,2,App,Bangalore,5954,55,8987.94,Optimal
1994,2024-05-09,1065,Laptop,Electronics,4576.39,4,App,Mumbai,5903,43,18305.56,Understock
1995,2024-02-09,1056,Phone,,596.95,3,Online,Mumbai,6158,472,1790.85,Overstock
1996,2023-06-25,1042,Headphones,Electronics,140.98,4,Store,Delhi,5985,347,563.92,Overstock
1997,2022-08-01,1044,Shoes,Fashion,2232.81,1,Store,Bangalore,6428,306,2232.81,Overstock
1998,2023-04-08,1030,Headphones,Electronics,3869.5,1,Online,Mumbai,6425,209,3869.5,Optimal
1999,2023-03-12,1009,Laptop,Electronics,4138.56,2,Online,Hyderabad,6745,323,8277.12,Overstock
2000,2022-10-10,1022,Laptop,Electronics,3958.72,1,App,Mumbai,5512,310,3958.72,Overstock
2001,2022-03-29,1085,Bag,,2291.71,1,App,Hyderabad,5218,306,2291.71,Overstock
2002,2024-12-03,1028,Phone,,3774.82,1,Store,Delhi,6799,227,3774.82,Optimal
2003,2023-04-06,1096,Shoes,Fashion,3622.0,2,App,Bangalore,5859,327,7244.0,Overstock
2004,2022-10-05,1030,Phone,,1637.71,1,App,Bangalore,5869,333,1637.71,Overstock
2005,2023-02-25,1077,Bag,,926.73,3,Online,Mumbai,5897,192,2780.19,Optimal
2006,2023-11-27,1073,Watch,Electronics,3144.95,1,Store,Mumbai,6301,321,3144.95,Overstock
2007,2023-05-30,1017,Shirt,,3417.72,1,App,Bangalore,6299,9,3417.72,Understock
2008,2023-12-04,1010,Shirt,,2883.06,1,App,Delhi,5717,140,2883.06,Optimal
2009,2022-01-19,1046,Shirt,,1144.58,1,App,Mumbai,5930,198,1144.58,Optimal
2010,2022-01-23,1002,Laptop,Electronics,1455.7,3,Online,Delhi,6979,102,4367.1,Optimal
2011,2023-02-17,1001,Phone,,3571.58,3,Store,Delhi,5542,84,10714.74,Optimal
2012,2024-11-19,1053,Laptop,Electronics,4816.85,3,Online,Delhi,5680,352,14450.55,Overstock
2013,2022-04-18,1071,Shirt,,4729.69,4,App,Mumbai,5450,14,18918.76,Understock
2014,2022-05-16,1030,Shoes,Fashion,2646.32,3,Store,Delhi,6863,48,7938.96,Understock
2015,2022-12-28,1007,Shoes,Fashion,4444.14,3,App,Bangalore,6303,341,13332.42,Overstock
2016,2022-05-09,1042,Watch,Electronics,244.31,2,Store,Bangalore,6038,183,488.62,Optimal
2017,2023-05-30,1047,Phone,,4319.65,4,Online,Hyderabad,6892,311,17278.6,Overstock
2018,2023-03-25,1001,Watch,Electronics,2433.14,3,Online,Delhi,5165,368,7299.42,Overstock
2019,2024-05-23,1021,Headphones,Electronics,3929.48,2,App,Delhi,5206,347,7858.96,Overstock
2020,2023-04-18,1004,Shoes,Fashion,127.36,3,App,Hyderabad,5244,83,382.08,Optimal
2021,2024-10-30,1006,Shirt,,4355.95,2,App,Delhi,6515,353,8711.9,Overstock
2022,2022-10-29,1019,Watch,Electronics,3015.4,4,Online,Bangalore,5371,200,12061.6,Optimal
2023,2022-08-19,1091,Watch,Electronics,1277.13,1,Online,Bangalore,6890,88,1277.13,Optimal
2024,2024-07-11,1076,Watch,Electronics,1802.67,3,Store,Hyderabad,6015,299,5408.01,Optimal
2025,2024-12-25,1001,Phone,,1083.26,2,Store,Bangalore,6573,274,2166.52,Optimal
2026,2024-07-25,1031,Bag,,2179.59,1,Store,Bangalore,5720,172,2179.59,Optimal
2027,2022-04-22,1089,Headphones,Electronics,1717.03,3,Online,Bangalore,5887,242,5151.09,Optimal
2028,2024-11-02,1002,Phone,,2719.07,2,Store,Mumbai,5115,457,5438.14,Overstock
2029,2023-05-15,1040,Shirt,,4092.44,1,App,Delhi,5990,134,4092.44,Optimal
2030,2024-07-20,1041,Shirt,,4913.15,2,App,Hyderabad,6729,459,9826.3,Overstock
2031,2023-08-21,1076,Shirt,,1332.14,3,Online,Delhi,5004,443,3996.42,Overstock
2032,2022-08-22,1084,Watch,Electronics,621.89,1,Online,Hyderabad,5769,41,621.89,Understock
2033,2023-08-25,1044,Bag,,2038.77,1,Store,Hyderabad,5513,289,2038.77,Optimal
2034,2022-11-10,1086,Shirt,,803.42,1,Online,Delhi,5985,64,803.42,Optimal
2035,2023-07-20,1070,Headphones,Electronics,4187.78,4,Online,Delhi,6957,46,16751.12,Understock
2036,2024-11-01,1016,Phone,,2555.51,3,App,Bangalore,6060,2,7666.53,Understock
2037,2022-07-28,1091,Shoes,Fashion,3137.82,1,Store,Bangalore,6161,417,3137.82,Overstock
2038,2024-11-03,1046,Shirt,,838.0,2,Online,Mumbai,5730,45,1676.0,Understock
2039,2024-11-09,1093,Sofa,Furniture,3773.08,4,Store,Delhi,6863,480,15092.32,Overstock
2040,2023-08-10,1068,Phone,,4870.55,3,Online,Hyderabad,6097,481,14611.65,Overstock
2041,2024-10-11,1023,Laptop,Electronics,2463.69,1,Store,Delhi,6530,123,2463.69,Optimal
2042,2024-12-29,1070,Shoes,Fashion,4816.04,3,App,Delhi,5098,205,14448.1199999999,Optimal
2043,2023-11-29,1033,Phone,,270.11,3,App,Bangalore,5151,402,810.33,Overstock
2044,2022-05-12,1049,Shirt,,275.04,1,App,Bangalore,6047,312,275.04,Overstock
2045,2024-11-09,1041,Watch,Electronics,4804.06,1,App,Mumbai,5350,483,4804.06,Overstock
2046,2023-06-20,1032,Headphones,Electronics,3531.3,1,App,Bangalore,6283,10,3531.3,Understock
2047,2024-10-10,1026,Sofa,Furniture,1024.58,2,Store,Hyderabad,5039,26,2049.16,Understock
2048,2022-08-15,1077,Laptop,Electronics,1882.99,4,Online,Hyderabad,6421,68,7531.96,Optimal
2049,2024-04-01,1058,Shoes,Fashion,2587.99,4,App,Hyderabad,6891,424,10351.96,Overstock
2050,2024-05-20,1018,Shirt,,3542.92,4,Online,Hyderabad,6817,439,14171.68,Overstock
2051,2023-02-09,1075,Phone,,4225.93,4,Store,Mumbai,6931,361,16903.72,Overstock
2052,2022-07-21,1002,Bag,,505.02,1,Online,Delhi,6139,398,505.02,Overstock
2053,2022-02-07,1070,Phone,,3317.21,2,Online,Bangalore,6907,8,6634.42,Understock
2054,2024-07-30,1098,Shoes,Fashion,2435.89,4,Online,Mumbai,5026,133,9743.56,Optimal
2055,2022-07-07,1024,Sofa,Furniture,3028.35,4,Online,Mumbai,5645,126,12113.4,Optimal
2056,2024-12-16,1014,Watch,Electronics,2591.8,1,App,Hyderabad,6562,338,2591.8,Overstock
2057,2024-07-29,1082,Headphones,Electronics,2308.4,3,App,Delhi,6293,478,6925.2,Overstock
2058,2024-11-09,1059,Shirt,,1107.01,3,Online,Hyderabad,5619,481,3321.02999999999,Overstock
2059,2022-09-30,1082,Shoes,Fashion,2414.45,4,Online,Delhi,5789,101,9657.8,Optimal
2060,2023-08-06,1022,Shoes,Fashion,1029.31,1,Store,Delhi,5432,283,1029.31,Optimal
2061,2023-05-31,1010,Phone,,318.6,1,Store,Delhi,6555,290,318.6,Optimal
2062,2023-06-10,1058,Bag,,1931.74,1,Online,Bangalore,5386,307,1931.74,Overstock
2063,2022-12-02,1084,Shoes,Fashion,222.28,3,App,Hyderabad,5127,446,666.84,Overstock
2064,2023-11-29,1033,Laptop,Electronics,2856.47,3,App,Mumbai,6992,7,8569.41,Understock
2065,2024-12-14,1006,Laptop,Electronics,454.72,3,App,Mumbai,5335,412,1364.16,Overstock
2066,2023-05-15,1043,Shirt,,2244.01,1,App,Mumbai,5968,256,2244.01,Optimal
2067,2024-06-18,1090,Shoes,Fashion,4902.7,1,Online,Bangalore,5688,169,4902.7,Optimal
2068,2024-02-05,1063,Phone,,148.42,3,App,Delhi,5863,146,445.26,Optimal
2069,2023-06-20,1022,Watch,Electronics,1897.59,4,Store,Delhi,6249,132,7590.36,Optimal
2070,2022-06-11,1057,Shirt,,3398.99,2,App,Mumbai,5792,58,6797.98,Optimal
2071,2023-08-17,1019,Sofa,Furniture,878.69,1,Online,Delhi,6818,56,878.69,Optimal
2072,2022-06-08,1026,Phone,,2847.59,1,Store,Delhi,5730,166,2847.59,Optimal
2073,2022-03-01,1059,Sofa,Furniture,1365.13,2,Store,Bangalore,6409,2,2730.26,Understock
2074,2024-07-03,1007,Shirt,,1191.57,4,Store,Hyderabad,5533,71,4766.28,Optimal
2075,2022-07-30,1066,Bag,,4485.42,3,Online,Bangalore,5577,296,13456.26,Optimal
2076,2023-02-10,1001,Laptop,Electronics,1096.07,1,App,Hyderabad,5303,209,1096.07,Optimal
2077,2023-10-26,1021,Phone,,1945.1,2,Store,Hyderabad,5180,454,3890.2,Overstock
2078,2023-06-26,1069,Watch,Electronics,931.03,4,Online,Hyderabad,5118,254,3724.12,Optimal
2079,2024-09-24,1035,Phone,,1491.05,2,App,Bangalore,6920,84,2982.1,Optimal
2080,2024-07-15,1023,Shirt,,1536.22,3,Store,Bangalore,5949,37,4608.66,Understock
2081,2024-05-17,1011,Phone,,1701.19,2,App,Hyderabad,5550,356,3402.38,Overstock
2082,2022-01-19,1080,Phone,,3241.23,4,Online,Delhi,5521,153,12964.92,Optimal
2083,2023-03-08,1021,Bag,,3738.7,3,Online,Mumbai,6271,33,11216.0999999999,Understock
2084,2024-01-10,1082,Shirt,,2602.28,2,Online,Delhi,5779,214,5204.56,Optimal
2085,2022-07-02,1072,Headphones,Electronics,3091.33,1,Store,Mumbai,5932,148,3091.33,Optimal
2086,2022-04-23,1075,Shoes,Fashion,4085.02,3,Online,Delhi,6325,160,12255.06,Optimal
2087,2023-04-26,1095,Shirt,,4997.85,3,App,Hyderabad,5784,19,14993.55,Understock
2088,2024-04-10,1094,Phone,,2336.88,2,Store,Mumbai,5386,405,4673.76,Overstock
2089,2024-02-02,1080,Watch,Electronics,4688.53,1,App,Delhi,5340,125,4688.53,Optimal
2090,2023-04-21,1022,Watch,Electronics,2502.81,4,Online,Delhi,6867,343,10011.24,Overstock
2091,2024-02-02,1073,Bag,,3931.8,2,Online,Bangalore,5186,100,7863.6,Optimal
2092,2024-08-28,1062,Shirt,,2908.79,2,App,Hyderabad,5751,2,5817.58,Understock
2093,2024-10-16,1029,Phone,,4431.79,2,Store,Mumbai,5666,449,8863.58,Overstock
2094,2022-06-10,1018,Sofa,Furniture,2298.65,1,Online,Mumbai,6550,58,2298.65,Optimal
2095,2023-02-05,1025,Sofa,Furniture,3509.49,1,Store,Mumbai,6764,413,3509.49,Overstock
2096,2022-07-17,1089,Laptop,Electronics,2384.94,2,Online,Bangalore,5428,353,4769.88,Overstock
2097,2023-10-22,1010,Headphones,Electronics,4299.43,3,App,Delhi,5552,50,12898.29,Optimal
2098,2024-12-06,1019,Bag,,4972.41,3,App,Bangalore,5706,2,14917.23,Understock
2099,2023-02-03,1055,Shirt,,1292.24,4,Store,Mumbai,5388,450,5168.96,Overstock
2100,2022-03-19,1044,Shirt,,2424.26,3,Store,Mumbai,6441,274,7272.78,Optimal
2101,2022-05-04,1067,Sofa,Furniture,498.16,3,Store,Delhi,5446,268,1494.48,Optimal
2102,2022-03-16,1046,Sofa,Furniture,790.88,2,Online,Mumbai,5865,71,1581.76,Optimal
2103,2022-05-17,1075,Sofa,Furniture,4652.84,2,App,Delhi,5852,280,9305.68,Optimal
2104,2023-08-25,1088,Bag,,2763.71,1,Online,Mumbai,5140,405,2763.71,Overstock
2105,2024-04-16,1057,Watch,Electronics,2036.07,3,Store,Hyderabad,5600,339,6108.21,Overstock
2106,2023-05-15,1009,Watch,Electronics,3390.26,2,Online,Mumbai,5781,26,6780.52,Understock
2107,2022-05-18,1021,Laptop,Electronics,2844.79,4,Store,Mumbai,5252,322,11379.16,Overstock
2108,2022-02-19,1070,Laptop,Electronics,1514.72,3,Online,Hyderabad,5465,176,4544.16,Optimal
2109,2024-08-30,1023,Shoes,Fashion,1210.41,3,Online,Hyderabad,5828,466,3631.23,Overstock
2110,2022-09-11,1065,Watch,Electronics,2992.17,2,Store,Mumbai,6783,140,5984.34,Optimal
2111,2023-12-11,1095,Shirt,,1022.5,4,Online,Mumbai,6772,170,4090.0,Optimal
2112,2023-07-17,1084,Laptop,Electronics,781.94,2,Store,Hyderabad,5898,383,1563.88,Overstock
2113,2024-01-27,1060,Phone,,1660.1,4,App,Bangalore,5898,320,6640.4,Overstock
2114,2023-07-01,1006,Shirt,,4320.57,4,Store,Bangalore,6580,64,17282.28,Optimal
2115,2024-07-10,1071,Shoes,Fashion,280.42,2,Store,Delhi,5479,245,560.84,Optimal
2116,2023-08-04,1037,Sofa,Furniture,4183.0,3,App,Bangalore,6517,380,12549.0,Overstock
2117,2022-02-18,1020,Shoes,Fashion,3142.77,1,Online,Hyderabad,5529,369,3142.77,Overstock
2118,2024-07-05,1007,Shirt,,297.83,3,Store,Delhi,5671,218,893.49,Optimal
2119,2023-12-05,1088,Sofa,Furniture,3049.99,2,Online,Mumbai,6503,49,6099.98,Understock
2120,2022-09-18,1027,Shoes,Fashion,2187.5,4,Online,Bangalore,6635,405,8750.0,Overstock
2121,2022-12-22,1091,Shoes,Fashion,4221.53,4,Store,Bangalore,5811,56,16886.12,Optimal
2122,2023-09-30,1053,Shirt,,4545.27,3,Store,Mumbai,5348,24,13635.81,Understock
2123,2024-01-13,1030,Laptop,Electronics,1503.82,1,Store,Hyderabad,6382,297,1503.82,Optimal
2124,2024-10-06,1099,Bag,,3942.43,2,Store,Bangalore,5292,149,7884.86,Optimal
2125,2024-07-19,1088,Bag,,1618.03,4,App,Delhi,5098,137,6472.12,Optimal
2126,2023-10-03,1040,Phone,,1548.61,2,Store,Bangalore,5282,147,3097.22,Optimal
2127,2024-03-02,1036,Shoes,Fashion,1043.93,3,App,Mumbai,6319,120,3131.79,Optimal
2128,2023-09-04,1037,Bag,,3424.6,4,Store,Delhi,5663,10,13698.4,Understock
2129,2024-03-19,1050,Phone,,1382.26,4,Online,Mumbai,5439,332,5529.04,Overstock
2130,2023-11-17,1075,Watch,Electronics,2377.81,4,Store,Hyderabad,6955,289,9511.24,Optimal
2131,2022-07-07,1036,Watch,Electronics,4079.43,2,Online,Mumbai,5994,440,8158.86,Overstock
2132,2024-09-11,1030,Shirt,,3980.37,1,App,Hyderabad,5231,435,3980.37,Overstock
2133,2023-07-02,1061,Headphones,Electronics,4291.67,4,Online,Hyderabad,5133,282,17166.68,Optimal
2134,2023-12-26,1017,Shirt,,889.22,2,App,Delhi,5454,454,1778.44,Overstock
2135,2024-07-14,1089,Headphones,Electronics,2975.77,3,Store,Mumbai,5205,309,8927.31,Overstock
2136,2024-05-25,1005,Headphones,Electronics,4582.72,2,Store,Bangalore,6040,217,9165.44,Optimal
2137,2023-09-10,1008,Headphones,Electronics,306.05,3,Online,Bangalore,5956,144,918.15,Optimal
2138,2023-02-18,1010,Laptop,Electronics,3993.18,2,Online,Delhi,6690,108,7986.36,Optimal
